loss,val_loss,learning_rate
0.17557483911514282,0.1269160509109497,0.0005000000237487257
0.129171222448349,0.11532653868198395,0.0005000000237487257
0.11019186675548553,0.1071854680776596,0.0005000000237487257
0.09713289886713028,0.10280279815196991,0.0005000000237487257
0.0936145931482315,0.09614738821983337,0.0005000000237487257
0.08824734389781952,0.09375859797000885,0.0005000000237487257
0.08203308284282684,0.08931519836187363,0.0005000000237487257
0.07736070454120636,0.08594096451997757,0.0005000000237487257
0.07380197942256927,0.08340538293123245,0.0005000000237487257
0.07130704820156097,0.08137412369251251,0.0005000000237487257
0.06884825974702835,0.0777868703007698,0.0005000000237487257
0.06614807993173599,0.07692877948284149,0.0005000000237487257
0.06397948414087296,0.07279419898986816,0.0005000000237487257
0.061838045716285706,0.07267587631940842,0.0005000000237487257
0.05970354750752449,0.06746868044137955,0.0005000000237487257
0.05788915231823921,0.06590103358030319,0.0005000000237487257
0.05557885393500328,0.06172003224492073,0.0005000000237487257
0.05331095680594444,0.05844145640730858,0.0005000000237487257
0.05000895634293556,0.05585215985774994,0.0005000000237487257
0.047878459095954895,0.051401298493146896,0.0005000000237487257
0.046968165785074234,0.050741005688905716,0.0005000000237487257
0.04498500004410744,0.04680763930082321,0.0005000000237487257
0.04289150610566139,0.04435846954584122,0.0005000000237487257
0.040619637817144394,0.04253101721405983,0.0005000000237487257
0.03970037028193474,0.04219534993171692,0.0005000000237487257
0.03815460205078125,0.040764596313238144,0.0005000000237487257
0.03686029836535454,0.03616822510957718,0.0005000000237487257
0.035621341317892075,0.034826867282390594,0.0005000000237487257
0.033479221165180206,0.033527031540870667,0.0005000000237487257
0.03155818581581116,0.030813731253147125,0.0005000000237487257
0.030214840546250343,0.029666300863027573,0.0005000000237487257
0.028876766562461853,0.028056640177965164,0.0005000000237487257
0.028700513765215874,0.028471192345023155,0.0005000000237487257
0.026842817664146423,0.025241708382964134,0.0005000000237487257
0.027618542313575745,0.0253418181091547,0.0005000000237487257
0.02534058690071106,0.024265024811029434,0.0005000000237487257
0.024680931121110916,0.02197401225566864,0.0005000000237487257
0.023753460496664047,0.022744670510292053,0.0005000000237487257
0.022096361964941025,0.027097484096884727,0.0005000000237487257
0.021751195192337036,0.01982642523944378,0.0005000000237487257
0.02043575793504715,0.01762528344988823,0.0005000000237487257
0.020245159044861794,0.018327537924051285,0.0005000000237487257
0.019301684573292732,0.01724042184650898,0.0005000000237487257
0.018536612391471863,0.016086284071207047,0.0005000000237487257
0.018355436623096466,0.015367073938250542,0.0005000000237487257
0.017155734822154045,0.013736993074417114,0.0005000000237487257
0.016813017427921295,0.014484451152384281,0.0005000000237487257
0.016349220648407936,0.015326255932450294,0.0005000000237487257
0.016006289049983025,0.012514184229075909,0.0005000000237487257
0.015883568674325943,0.011832847259938717,0.0005000000237487257
