timestamp,devID,device,temp,humi,soil,rain,geo,"ละติจูด","ลองจิจูด","ระดับความเสี่ยง",iso_risk,lstm_risk,"RF Risk"
"2025-11-18 23:21:14","107","Node 107","23.60","97.90","41.40","0.28","0.40","8.866673","99.754539","ต่ำ","0","0","0"
"2025-11-18 23:21:02","106","Node 106","23.50","98.90","49.30","0.28","0.44","8.886651","99.784554","ต่ำ","0","0","0"
"2025-11-18 23:20:52","108","Node 108","23.50","98.50","48.80","0.28","0.50","8.866829","99.754463","ต่ำ","0","0","0"
"2025-11-18 23:20:52","109","Node 109","23.10","98.70","43.10","0.28","1.60","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:20:17","106","Node 106","23.50","98.90","49.30","0.28","0.40","8.886632","99.784546","ต่ำ","0","0","0"
"2025-11-18 23:20:07","109","Node 109","23.20","98.70","43.10","0.28","0.60","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:20:05","108","Node 108","23.45","98.45","48.80","0.28","5.21","8.866829","99.754463","ต่ำ","0","0","1"
"2025-11-18 23:19:44","107","Node 107","23.60","97.75","41.40","0.00","15.61","8.866673","99.754539","ต่ำ","0","0","1"
"2025-11-18 23:19:32","106","Node 106","23.50","98.90","49.30","0.28","0.40","8.886632","99.784546","ต่ำ","0","0","0"
"2025-11-18 23:19:22","109","Node 109","23.20","98.70","43.10","0.28","0.47","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:19:20","108","Node 108","23.40","98.40","48.80","0.28","9.92","8.866825","99.754456","ต่ำ","0","0","1"
"2025-11-18 23:18:47","106","Node 106","23.55","98.90","49.30","0.28","0.55","8.886632","99.784546","ต่ำ","0","0","0"
"2025-11-18 23:18:37","109","Node 109","23.20","98.70","43.10","0.28","2.11","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:18:35","108","Node 108","23.45","98.40","48.80","0.28","5.72","8.866825","99.754456","ต่ำ","0","0","1"
"2025-11-18 23:18:14","107","Node 107","23.60","97.70","41.40","0.00","30.56","8.866673","99.754539","ปานกลาง","1","0","1"
"2025-11-18 23:18:01","106","Node 106","23.60","98.90","49.30","0.28","0.47","8.886632","99.784546","ต่ำ","0","0","0"
"2025-11-18 23:17:51","109","Node 109","23.20","98.70","43.10","0.28","3.75","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:17:50","108","Node 108","23.50","98.40","48.80","0.28","11.01","8.866825","99.754456","ต่ำ","0","0","1"
"2025-11-18 23:17:29","107","Node 107","23.60","97.80","41.40","0.00","0.37","8.866673","99.754539","ต่ำ","0","0","0"
"2025-11-18 23:17:16","106","Node 106","23.50","98.90","49.30","0.28","0.41","8.886632","99.784546","ต่ำ","0","0","0"
"2025-11-18 23:17:06","109","Node 109","23.20","98.75","43.10","0.28","0.45","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:17:05","108","Node 108","23.50","98.45","48.80","0.28","9.75","8.866825","99.754456","ต่ำ","0","0","1"
"2025-11-18 23:16:31","106","Node 106","23.50","98.90","49.30","0.28","0.41","8.886632","99.784546","ต่ำ","0","0","0"
"2025-11-18 23:16:21","109","Node 109","23.20","98.70","43.10","0.28","0.55","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:16:20","108","Node 108","23.50","98.50","48.80","0.28","8.49","8.866823","99.754456","ต่ำ","0","0","1"
"2025-11-18 23:15:46","106","Node 106","23.50","98.90","49.30","0.28","0.38","8.886632","99.784546","ต่ำ","0","0","0"
"2025-11-18 23:15:36","109","Node 109","23.20","98.75","43.10","0.28","0.45","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:15:34","108","Node 108","23.50","98.50","48.80","0.28","5.54","8.866823","99.754456","ต่ำ","0","0","1"
"2025-11-18 23:14:51","109","Node 109","23.20","98.80","43.10","0.28","0.34","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:14:49","108","Node 108","23.50","98.50","48.80","0.28","0.42","8.866820","99.754456","ต่ำ","0","0","0"
"2025-11-18 23:14:29","107","Node 107","23.60","97.80","41.40","0.00","0.42","8.866673","99.754539","ต่ำ","0","0","0"
"2025-11-18 23:14:16","106","Node 106","23.50","98.90","49.30","0.28","0.42","8.886632","99.784546","ต่ำ","0","0","0"
"2025-11-18 23:14:06","109","Node 109","23.20","98.80","43.10","0.28","2.02","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:14:04","108","Node 108","23.50","98.50","48.80","0.28","8.55","8.866820","99.754456","ต่ำ","0","0","1"
"2025-11-18 23:13:44","107","Node 107","23.60","97.80","41.45","0.00","10.77","8.866673","99.754539","ต่ำ","0","0","1"
"2025-11-18 23:13:31","106","Node 106","23.50","98.90","49.30","0.28","0.42","8.886632","99.784546","ต่ำ","0","0","0"
"2025-11-18 23:13:21","109","Node 109","23.20","98.80","43.10","0.28","0.28","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:13:20","108","Node 108","23.50","98.50","48.80","0.28","16.68","8.866820","99.754456","ต่ำ","0","0","1"
"2025-11-18 23:12:36","109","Node 109","23.20","98.75","43.10","0.28","0.37","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:12:34","108","Node 108","23.50","98.50","48.80","0.28","4.84","8.866812","99.754448","ต่ำ","0","0","1"
"2025-11-18 23:12:14","107","Node 107","23.60","97.80","41.50","0.00","21.12","8.866671","99.754547","ต่ำ","0","0","1"
"2025-11-18 23:12:01","106","Node 106","23.55","98.90","49.30","0.28","0.57","8.886632","99.784546","ต่ำ","0","0","0"
"2025-11-18 23:11:51","109","Node 109","23.20","98.70","43.10","0.28","0.45","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:11:49","108","Node 108","23.50","98.50","48.80","0.28","0.55","8.866812","99.754448","ต่ำ","0","0","0"
"2025-11-18 23:11:29","107","Node 107","23.60","97.90","41.40","0.00","20.49","8.866671","99.754547","ต่ำ","0","0","1"
"2025-11-18 23:11:16","106","Node 106","23.50","98.90","49.30","0.28","0.67","8.886632","99.784546","ต่ำ","0","0","0"
"2025-11-18 23:11:06","109","Node 109","23.20","98.70","43.10","0.28","0.31","8.868584","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:11:04","108","Node 108","23.50","98.50","48.80","0.28","0.51","8.866812","99.754448","ต่ำ","0","0","0"
"2025-11-18 23:10:31","106","Node 106","23.50","98.90","49.30","0.28","13.13","8.886632","99.784546","ต่ำ","0","0","1"
"2025-11-18 23:10:21","109","Node 109","23.20","98.70","43.10","0.28","0.30","8.868582","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:10:19","108","Node 108","23.50","98.50","48.80","0.28","0.47","8.866812","99.754448","ต่ำ","0","0","0"
"2025-11-18 23:09:36","109","Node 109","23.15","98.70","43.10","0.28","2.02","8.868582","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:09:34","108","Node 108","23.50","98.50","48.80","0.28","3.54","8.866812","99.754448","ต่ำ","0","0","0"
"2025-11-18 23:09:14","107","Node 107","23.50","97.80","41.40","0.00","4.52","8.866670","99.754539","ต่ำ","0","0","1"
"2025-11-18 23:08:51","109","Node 109","23.10","98.70","43.10","0.28","3.74","8.868581","99.749588","ต่ำ","0","0","0"
"2025-11-18 23:08:49","108","Node 108","23.50","98.50","48.80","0.28","0.30","8.866812","99.754448","ต่ำ","0","0","0"
