crit_thresh,warn_thresh,f1_score,f1_weighted,f1_macro
-0.11669447166274309,0.040112621545382754,0.9732184836863095,0.9732184836863095,0.5795103773537623
-0.11669447166274309,0.04428568402504202,0.9703314477985998,0.9703314477985998,0.5731986383494339
-0.11669447166274309,0.048458746504701285,0.9660359063942469,0.9660359063942469,0.5653992537712349
-0.11669447166274309,0.052631808984360554,0.9620571626934983,0.9620571626934983,0.5594051269368226
-0.11669447166274309,0.056804871464019815,0.9579768770532131,0.9579768770532131,0.5541436109381056
-0.11669447166274309,0.060977933943679084,0.9526134623842365,0.9526134623842365,0.5482204054667823
-0.11669447166274309,0.06515099642333835,0.9468670460383017,0.9468670460383017,0.5427790160626949
-0.11669447166274309,0.06932405890299762,0.941495283156923,0.941495283156923,0.538306299405757
-0.11669447166274309,0.07349712138265688,0.9344299044515243,0.9344299044515243,0.5330810423200208
-0.11669447166274309,0.07767018386231615,0.9291174164893256,0.9291174164893256,0.5295229817713906
-0.11669447166274309,0.08184324634197541,0.9217196481584076,0.9217196481584076,0.5249662926267901
-0.11669447166274309,0.08601630882163469,0.9153003970939418,0.9153003970939418,0.5213038354847516
-0.11669447166274309,0.09018937130129395,0.9062608046295059,0.9062608046295059,0.51649458093994
-0.11669447166274309,0.09436243378095321,0.8980905935625018,0.8980905935625018,0.5124175347110405
-0.11669447166274309,0.09853549626061248,0.887730442813293,0.887730442813293,0.5075259406602745
-0.10549396500501981,0.040112621545382754,0.9732729574024165,0.9732729574024165,0.5889535129288319
-0.10549396500501981,0.04428568402504202,0.97038886669546,0.97038886669546,0.5828482849319299
-0.10549396500501981,0.048458746504701285,0.9660970818538261,0.9660970818538261,0.5753123040686984
-0.10549396500501981,0.052631808984360554,0.9621212639366604,0.9621212639366604,0.5695233281454967
-0.10549396500501981,0.056804871464019815,0.9580435343633548,0.9580435343633548,0.564441039165858
-0.10549396500501981,0.060977933943679084,0.9526829380966574,0.9526829380966574,0.5587154552134962
-0.10549396500501981,0.06515099642333835,0.946939012395321,0.946939012395321,0.5534487055236619
-0.10549396500501981,0.06932405890299762,0.9415691973641668,0.9415691973641668,0.5491125687733279
-0.10549396500501981,0.07349712138265688,0.9345059530660355,0.9345059530660355,0.5440369726530779
-0.10549396500501981,0.07767018386231615,0.9291948197700028,0.9291948197700028,0.5405738989654078
-0.10549396500501981,0.08184324634197541,0.9217986603728368,0.9217986603728368,0.5361300254874254
-0.10549396500501981,0.08601630882163469,0.9153805969748486,0.9153805969748486,0.5325508454755018
-0.10549396500501981,0.09018937130129395,0.9063424217631333,0.9063424217631333,0.5278409662531852
-0.10549396500501981,0.09436243378095321,0.8981732898478584,0.8981732898478584,0.5238395882869248
-0.10549396500501981,0.09853549626061248,0.8878142951084206,0.8878142951084206,0.5190290516524748
-0.09429345834729654,0.040112621545382754,0.9735138136983927,0.9735138136983927,0.624432796636471
-0.09429345834729654,0.04428568402504202,0.970634662184341,0.970634662184341,0.6186738963485195
-0.09429345834729654,0.048458746504701285,0.9663494259094958,0.9663494259094958,0.6115970897221441
-0.09429345834729654,0.052631808984360554,0.9623788602527076,0.9623788602527076,0.6061763932604755
-0.09429345834729654,0.056804871464019815,0.958305807267224,0.958305807267224,0.6014220185731768
-0.09429345834729654,0.060977933943679084,0.9529504473040732,0.9529504473040732,0.5960635952168021
-0.09429345834729654,0.06515099642333835,0.9472112083710719,0.9472112083710719,0.5911254736593591
-0.09429345834729654,0.06932405890299762,0.941845092446202,0.941845092446202,0.5870487118776321
-0.09429345834729654,0.07349712138265688,0.9347859316167283,0.9347859316167283,0.5822594415543372
-0.09429345834729654,0.07767018386231615,0.9294774047955096,0.9294774047955096,0.5789791293963527
-0.09429345834729654,0.08184324634197541,0.9220843547148603,0.9220843547148603,0.5747532758431841
-0.09429345834729654,0.08601630882163469,0.9156685953378788,0.9156685953378788,0.5713356498203268
-0.09429345834729654,0.09018937130129395,0.9066331786458143,0.9066331786458143,0.5668191932500882
-0.09429345834729654,0.09436243378095321,0.8984661534180667,0.8984661534180667,0.5629655325888386
-0.09429345834729654,0.09853549626061248,0.8881094210336647,0.8881094210336647,0.5583136283972642
-0.08309295168957326,0.040112621545382754,0.9732789003364253,0.9732789003364253,0.6003877539454247
-0.08309295168957326,0.04428568402504202,0.9704086921744837,0.9704086921744837,0.5952559461210274
-0.08309295168957326,0.048458746504701285,0.9661342466087927,0.9661342466087927,0.5889357654558819
-0.08309295168957326,0.052631808984360554,0.9621716849884455,0.9621716849884455,0.5840762982590794
-0.08309295168957326,0.056804871464019815,0.9581053784398634,0.9581053784398634,0.5797949721205337
-0.08309295168957326,0.060977933943679084,0.9527572219589702,0.9527572219589702,0.574941644546969
-0.08309295168957326,0.06515099642333835,0.947024164127988,0.947024164127988,0.5704369312289675
-0.08309295168957326,0.06932405890299762,0.9416627720663954,0.9416627720663954,0.5666913986131666
-0.08309295168957326,0.07349712138265688,0.9346086847863644,0.9346086847863644,0.5622578768480985
-0.08309295168957326,0.07767018386231615,0.9293033256049456,0.9293033256049456,0.559199674143186
-0.08309295168957326,0.08184324634197541,0.9219139876293838,0.9219139876293838,0.5552341070123256
-0.08309295168957326,0.08601630882163469,0.9155009349835576,0.9155009349835576,0.5520062723213428
-0.08309295168957326,0.09018937130129395,0.906468712624581,0.906468712624581,0.5477137968915934
-0.08309295168957326,0.09436243378095321,0.8983040945954086,0.8983040945954086,0.5440289248530267
-0.08309295168957326,0.09853549626061248,0.887949917600035,0.887949917600035,0.539556200143763
-0.07189244503185,0.040112621545382754,0.9731507365699634,0.9731507365699634,0.5853748993052408
-0.07189244503185,0.04428568402504202,0.9702823601605463,0.9702823601605463,0.580371530816444
-0.07189244503185,0.048458746504701285,0.9660101946097674,0.9660101946097674,0.5742112208743402
-0.07189244503185,0.052631808984360554,0.9620493692986211,0.9620493692986211,0.5694735006914966
-0.07189244503185,0.056804871464019815,0.9579845537742319,0.9579845537742319,0.5652967226041631
-0.07189244503185,0.060977933943679084,0.952638015324348,0.952638015324348,0.5605568485812574
-0.07189244503185,0.06515099642333835,0.9469063660399186,0.9469063660399186,0.5561509001242341
-0.07189244503185,0.06932405890299762,0.9415460623591485,0.9415460623591485,0.5524816828992223
-0.07189244503185,0.07349712138265688,0.9344931550081946,0.9344931550081946,0.5481308957310573
-0.07189244503185,0.07767018386231615,0.9291885380690139,0.9291885380690139,0.5451247377749032
-0.07189244503185,0.08184324634197541,0.9218000751779175,0.9218000751779175,0.5412205300612324
-0.07189244503185,0.08601630882163469,0.915387664099504,0.915387664099504,0.5380376809734608
-0.07189244503185,0.09018937130129395,0.9063562025695105,0.9063562025695105,0.5337985535630616
-0.07189244503185,0.09436243378095321,0.8981921604681882,0.8981921604681882,0.5301540645944895
-0.07189244503185,0.09853549626061248,0.8878385972291705,0.8878385972291705,0.5257243754249742
-0.06069193837412671,0.040112621545382754,0.972885849561594,0.972885849561594,0.5522792471880488
-0.06069193837412671,0.04428568402504202,0.9700173231012306,0.9700173231012306,0.5472653573850619
-0.06069193837412671,0.048458746504701285,0.9657453947906606,0.9657453947906606,0.5411216823182499
-0.06069193837412671,0.052631808984360554,0.9617850143814566,0.9617850143814566,0.5364151578941664
-0.06069193837412671,0.056804871464019815,0.9577207374367488,0.9577207374367488,0.5322761440875148
-0.06069193837412671,0.060977933943679084,0.952374928124696,0.952374928124696,0.5275873959548997
-0.06069193837412671,0.06515099642333835,0.9466440236911118,0.9466440236911118,0.5232336751576625
-0.06069193837412671,0.06932405890299762,0.9412843595206609,0.9412843595206609,0.5196092992960054
-0.06069193837412671,0.07349712138265688,0.934232203685826,0.934232203685826,0.5153112071451802
-0.06069193837412671,0.07767018386231615,0.9289280886518996,0.9289280886518996,0.5123402419219673
-0.06069193837412671,0.08184324634197541,0.9215402448448585,0.9215402448448585,0.5084794433171587
-0.06069193837412671,0.08601630882163469,0.915128305643016,0.915128305643016,0.5053296814027128
-0.06069193837412671,0.09018937130129395,0.9060974226044942,0.9060974226044942,0.5011311168190519
-0.06069193837412671,0.09436243378095321,0.8979338315489848,0.8979338315489848,0.497518254406883
-0.06069193837412671,0.09853549626061248,0.8875807610107354,0.8875807610107354,0.4931231125675876
